""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"AMP (C_c)"	1.99628103617689	0	1.04238792471402	3.07192691567736	3.07192691567736	0.0062111801242236	0.00044404973357016	0.0017825311942959	0.01	0.01
"linolenoyl-CoA (C_m)"	1.99628103617689	0	3.32061753405709	2.80601323691431	2.80601323691431	0.00617283950617284	0.00044404973357016	0.0131578947368421	0.0121951219512195	0.0121951219512195
"H2O (C_n)"	1.97984596836167	0	0.0108172487444525	1.80454316637183	1.80454316637183	0.00613496932515337	0.000535618639528656	0.000479156684235745	0.00448430493273543	0.00448430493273543
"16e-18-oxo-18-CoA-dinor-LTE4 (C_p)"	1.99628103617689	0	2.89983631103396	2.80601323691431	2.80601323691431	0.00609756097560976	0.00044404973357016	0.00735294117647059	0.0135135135135135	0.0135135135135135
"alanine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"arginine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"asparagine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"aspartate (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"glutamate (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"glutamine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"glycine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"histidine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"leucine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"lysine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"methionine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"phenylalanine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"proline (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"serine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"threonine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"tryptophan (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"tyrosine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"valine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"cysteine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"isoleucine (C_l)"	1.94873168112961	1.54384661062531	0	0.728553386198236	0.728553386198236	0.00606060606060606	0.010752688172043	0.000475511174512601	0.00112994350282486	0.00112994350282486
"ferricytochrome C (C_m)"	1.96661645882688	0	10	2.63045019833511	2.63045019833511	0.00540540540540541	0.00044404973357016	1	0.00961538461538462	0.00961538461538462
"ferrocytochrome C (C_m)"	1.96661645882688	0	10	2.63045019833511	2.63045019833511	0.00540540540540541	0.00044404973357016	1	0.00961538461538462	0.00961538461538462
"3-methoxy-4-hydroxyphenylglycolaldehyde (C_c)"	1.94873168112961	0	0.396747338018353	1.45064110565753	1.45064110565753	0.0053475935828877	0.000449438202247191	0.000927643784786642	0.00274725274725275	0.00274725274725275
"UDP-xylose (C_g)"	1.94873168112961	1.91083700063507	0			0.0053475935828877	0.025	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-undecenoyl-CoA (C_m)"	1.94873168112961	0	2.40442662610973	2	2	0.0053475935828877	0.00044404973357016	0.00757575757575758	0.00628930817610063	0.00628930817610063
"(2E)-nonenoyl-CoA (C_m)"	1.94873168112961	0	2.40442662610973	2	2	0.0053475935828877	0.00044404973357016	0.00757575757575758	0.00628930817610063	0.00628930817610063
"(2E)-heptenoyl-CoA (C_m)"	1.94873168112961	0	2.40442662610973	2	2	0.0053475935828877	0.00044404973357016	0.00757575757575758	0.00628930817610063	0.00628930817610063
"(3Z,7Z,10Z)-hexadecatrienoyl-CoA (C_m)"	1.96265319643191	0	2.74395610129797	2.16809824644907	2.16809824644907	0.00520833333333333	0.00044404973357016	0.0078125	0.00680272108843537	0.00680272108843537
"trans-3-decenoyl-CoA (C_m)"	1.96265319643191	0	2.74395610129797	2.16809824644907	2.16809824644907	0.00520833333333333	0.00044404973357016	0.0078125	0.00680272108843537	0.00680272108843537
"GSSG (C_c)"	1.8837908741966	0	0.0473722036845138	1.6481264233791	1.6481264233791	0.00515463917525773	0.000543183052688756	0.000506072874493927	0.00279329608938547	0.00279329608938547
"3,4-dihydroxyphenylacetaldehyde (C_c)"	2.07145565261453	0	0.542875373696591	2.07134303499719	2.07134303499719	0.00515463917525773	0.000449438202247191	0.00112866817155756	0.00617283950617284	0.00617283950617284
"GM2 (C_l)"	1.8866249429051	1.91083700063507	0			0.00515463917525773	0.0227272727272727	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 6 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 9 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 12 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 15 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 18 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 21 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 24 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 27 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 30 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 33 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I, degradation product 36 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate II (core 2-linked), degradation product 3 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate II (core 2-linked), degradation product 6 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate II (core 4-linked), degradation product 3 (C_l)"	1.99628103617689	2.81650238944065	0			0.0050761421319797	0.0769230769230769	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-hexenoyl-[ACP] (C_c)"	1.91549521675377	0	2.61165009212962	2.21307120620325	2.21307120620325	0.004739336492891	0.00044404973357016	0.00689655172413793	0.00714285714285714	0.00714285714285714
"dUMP (C_c)"	1.88695958191218	1.58658287489063	0	0.26130662616586	0.26130662616586	0.00471698113207547	0.00884955752212389	0.000475511174512601	0.000622277535780958	0.000622277535780958
"3-methoxy-4-hydroxyphenylacetaldehyde (C_c)"	1.8866249429051	0	0.810678158979503	1.9194095855465	1.9194095855465	0.00471698113207547	0.00044404973357016	0.00188323917137476	0.00460829493087558	0.00460829493087558
"dCDP (C_c)"	1.84251301061515	10	0	0.0204197599935346	0.0204197599935346	0.00467289719626168	1	0.000475511174512601	0.00036036036036036	0.00036036036036036
"betaine_aldehyde (C_c)"	1.50420598022513	0	2.64766309351804	1.59359609019217	1.59359609019217	0.00465116279069767	0.00044404973357016	0.00806451612903226	0.00389105058365759	0.00389105058365759
"3-oxo-dihomo-gamma-linolenoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxodocosanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxoeicosanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxooctadecanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxopalmitoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxotetradecanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxododecanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxoheneicosanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxononadecanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxoheptadecanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxopentadecanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxotridecanoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-13-cis-eicosenoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-11-cis-octadecenoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxopalmitoleoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxomyrist-7-enoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-13cis-docosenoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-11-cis-eicosenoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxooleoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-7-hexadecenoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxomyrist-5-enoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxolinoleoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-cis,cis-7,10-hexadecadienoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA (C_m)"	1.8837908741966	0	2.89983631103396	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0128205128205128	0.00581395348837209	0.00581395348837209
"trans,cis-lauro-2,6-dienoyl-CoA (C_m)"	1.8837908741966	0	2.38060402148647	1.98800688534074	1.98800688534074	0.00465116279069767	0.00044404973357016	0.0078740157480315	0.00478468899521531	0.00478468899521531
"(5Z)-dodecenoyl-CoA (C_m)"	1.84251301061515	0	2.89983631103396	1.9613798380503	1.9613798380503	0.00413223140495868	0.00044404973357016	0.0153846153846154	0.00469483568075117	0.00469483568075117
"(3Z)-dodecenoyl-CoA (C_m)"	1.84251301061515	0	2.89983631103396	1.9613798380503	1.9613798380503	0.00413223140495868	0.00044404973357016	0.0153846153846154	0.00469483568075117	0.00469483568075117
"cis,cis-3,6-dodecadienoyl-CoA (C_m)"	1.84251301061515	0	2.89983631103396	1.9613798380503	1.9613798380503	0.00413223140495868	0.00044404973357016	0.0153846153846154	0.00469483568075117	0.00469483568075117
"4-hydroxyphenylacetaldehyde (C_c)"	1.91083700063507	0.101263851516606	0	0.996367162995592	0.996367162995592	0.00408163265306122	0.000554631170271769	0.000485436893203883	0.00130548302872063	0.00130548302872063
"retinol (C_c)"	1.94873168112961	0	0.966696898627426	1.74992171202035	1.74992171202035	0.0040650406504065	0.00044404973357016	0.00225225225225225	0.00357142857142857	0.00357142857142857
"11-carboxy-alpha-tocotrienol (C_m)"	1.8866249429051	0	2.64766309351804	2.26114812163595	2.26114812163595	0.00404858299595142	0.00044404973357016	0.00549450549450549	0.00763358778625954	0.00763358778625954
"9-carboxy-alpha-tocotrienol (C_m)"	1.8866249429051	0	2.64766309351804	2.26114812163595	2.26114812163595	0.00404858299595142	0.00044404973357016	0.00549450549450549	0.00763358778625954	0.00763358778625954
"5-carboxy-alpha-chromanol (C_m)"	1.8866249429051	0	2.64766309351804	2.26114812163595	2.26114812163595	0.00404858299595142	0.00044404973357016	0.00549450549450549	0.00763358778625954	0.00763358778625954
"11-carboxy-gamma-tocotrienol (C_m)"	1.8866249429051	0	2.64766309351804	2.26114812163595	2.26114812163595	0.00404858299595142	0.00044404973357016	0.00549450549450549	0.00763358778625954	0.00763358778625954
"9-carboxy-gamma-tocotrienol (C_m)"	1.8866249429051	0	2.64766309351804	2.26114812163595	2.26114812163595	0.00404858299595142	0.00044404973357016	0.00549450549450549	0.00763358778625954	0.00763358778625954
"7-carboxy-gamma-tocotrienol (C_m)"	1.8866249429051	0	2.64766309351804	2.26114812163595	2.26114812163595	0.00404858299595142	0.00044404973357016	0.00549450549450549	0.00763358778625954	0.00763358778625954
"5-carboxy-gamma-chromanol (C_m)"	1.8866249429051	0	2.64766309351804	2.26114812163595	2.26114812163595	0.00404858299595142	0.00044404973357016	0.00549450549450549	0.00763358778625954	0.00763358778625954
"acetoacetyl-[ACP] (C_c)"	1.8837908741966	0	0.456316786927002	1.88243043653617	1.88243043653617	0.00393700787401575	0.000476190476190476	0.000860585197934596	0.00458715596330275	0.00458715596330275
"pyruvate (C_m)"	1.74528278157677	0	2.37670935019234	1.65755757896816	1.65755757896816	0.00392156862745098	0.00044404973357016	0.00970873786407767	0.00396825396825397	0.00396825396825397
"tyramine (C_c)"	1.8837908741966	0.0414361167780325	0	1.20339098011714	1.20339098011714	0.00390625	0.000554631170271769	0.000475511174512601	0.0018018018018018	0.0018018018018018
"9-eicosenoyl-CoA (C_m)"	1.86528115949961	0	3.03500537929189	2.58711964153503	2.58711964153503	0.00389105058365759	0.00044404973357016	0.00934579439252336	0.00847457627118644	0.00847457627118644
"3-keto-beta-D-galactose (C_s)"	1.8388716746375	0.258564744232066	0	0.983970036923976	0.983970036923976	0.00387596899224806	0.000719424460431655	0.000475511174512601	0.00158730158730159	0.00158730158730159
